""	"305-5-16641"	"304-4-78826"	"302-2-89334"	"306-6-83608"	"301-1-59020"
"f__Lachnospiraceae"	28.4253218127314	17.7832692659711	31.9096455926263	16.9670774324076	27.5004453946196
"f__Lactobacillaceae"	0.0176335743255158	1.11355177253036	0	0	0
"f__Leptotrichiaceae"	0	0	0	0	0
"f__Listeriaceae"	0	0	0	0	0
"f__Marinifilaceae"	0.141068594604126	0.350845079016414	0.446579254835778	0.377046165164613	0.292178870479245
"f__Methanobacteriaceae"	0	0	0	0.44448531665747	0
"f__Methanocorpusculaceae"	0	0	0	0	0
"f__Methanomethylophilaceae"	0	0	0	0	0
"f__Micrococcaceae"	0	0	0	0	0
"f__Monoglobaceae"	0.123435020278611	0.106778937091952	0.786706477995586	0.585494451597082	0.823089257081774
"f__Moraxellaceae"	0	0	0	0	0
"f__Morganellaceae"	0	0	0	0	0
"f__Muribaculaceae"	0.0282137189208253	0.411861614497529	0	0	0
"f__Oligosphaeraceae"	0	0	0	0	0
"f__Oscillospiraceae"	8.07265032622113	2.66642260052474	1.12423731013891	12.9054012629514	1.86353108854445
"f__Oxalobacteraceae"	0	0	0	0	0
"f__p-2534-18B5gutgroup"	0	0	0	0	0
"f__Pasteurellaceae"	0	0	0	0	0
"f__Peptococcaceae"	0.045847293246341	0	0	0	0
"f__Peptostreptococcaceae"	0.0317404337859284	0	0.228482409450864	0	0.0463210404418315
"f__Pirellulaceae"	0	0	0	0	0
"f__Porphyromonadaceae"	0	0	0	0	0
"f__Prevotellaceae"	0	53.9477698456282	2.22510710112943	17.1908527987248	0
"f__Pseudomonadaceae"	0	0	0	0	0
"f__Puniceicoccaceae"	0	0.112880590640063	0	0.0705045674698057	0
"f__Rikenellaceae"	2.65208957855757	0.372200866434804	2.19654679994807	1.48059591686592	1.09032602886157
"f__Ruminococcaceae"	20.4937400811144	9.93349197632559	26.0366091133325	13.6104469376494	37.7694637448779
"f__Saccharimonadaceae"	0	0	0	0	0
"f__Selenomonadaceae"	0	1.29965220574776	0	0	0
"f__Sphingomonadaceae"	0	0	0	0	0
"f__Spirochaetaceae"	0	0	0	0	0
"f__Sporomusaceae"	0	0	0	0	0
"f__Staphylococcaceae"	0	0	0	0	0
"f__Streptococcaceae"	0.529007229765474	0.170846299347123	0.794495651045047	0	0.402636736148227
"f__Succinivibrionaceae"	0	0	0	0	0
"f__Sutterellaceae"	0.564274378416505	0.655927756421991	0.698429183435026	0.536447795965913	0.705505077498664
"f__Synergistaceae"	0	0	0	0.153270798847404	0
"f__Tannerellaceae"	0.648915535178981	0.0915248032216731	1.82266649357393	2.93053767396236	1.12595759843221
"f__UCG-010"	0	0.0274574409665019	0	2.61786524431365	0.0534473543559594
"f__vadinBE97"	0	0	0	0.0735699834467537	0
"f__Veillonellaceae"	2.02433433256921	2.92574287631949	0.0908736855770479	1.86377291398443	0
"f__Victivallaceae"	0	0	0	0.0551774875850653	0.0391947265277035
"f__Yersiniaceae"	0	0	0	0	0
